id x y
1.0 2.998044077941737 7.490247490466759
2.0 4.813636189248323 1.6688714221840129
3.0 3.251840792977018 0.48200987222416836
4.0 1.6113223318157555 4.242715573333684
5.0 3.4605935362612703 7.073388611423437
6.0 7.21122478875733 2.236977628361032
7.0 5.843165051567293 1.3528506848481736
8.0 5.706554245244121 0.03528923544389273
9.0 9.146575134628002 2.9405177218630127
10.0 2.918310702509533 4.565460828298187
11.0 4.106689422844509 2.480155777352462
12.0 8.148254710609558 0.8237925496314169
13.0 2.235007703982932 9.631233842689293
14.0 3.1711096010384496 5.719333966217023
15.0 4.291901528328549 9.437273423079573
16.0 8.82600688985719 8.284009891122423
17.0 5.391806932070464 5.053393602528672
18.0 3.8348216569314717 3.461769430824766
19.0 7.365583567034518 0.44602493499849905
20.0 8.469560120748612 0.9246845243933166
21.0 4.819900064127376 7.905213812945257
22.0 2.3900151364827495 6.964257069061677
23.0 3.5434474800111637 3.7874251217417374
24.0 0.7078556627014188 0.11774223895711367
25.0 5.19106056316571 1.7575772510900067
26.0 0.000771409577047244 5.779911355637454
27.0 7.035470170935271 3.4422481423094498
28.0 5.225074389016127 1.6980141334552312
29.0 2.7835675296005027 5.390055142023203
30.0 7.867737124949655 7.739471474202135
31.0 2.249471830695724 4.524409409041872
32.0 8.984860400513842 8.72788357434216
33.0 6.967878405777502 4.549490771561928
34.0 3.2150305260191203 9.077480180221837
35.0 4.077503286570515 1.6736966907831652
36.0 2.9704366103881554 3.4167009229008674
37.0 5.503397470979508 3.862141106314642
38.0 8.704785242233308 5.969070891509235
39.0 8.53022237149536 2.6845015022175387
40.0 7.380248380334144 5.712883202982986
41.0 5.185748197336072 8.740343414488548
42.0 3.42188340348181 6.6246059435748785
43.0 8.392232916671547 0.9855328358542947
44.0 2.6959837202441195 7.572101801845
45.0 6.446474545150993 2.5693498753191535
46.0 4.475563124261188 7.07616325079763
47.0 1.3962558427187788 8.651330841229747
48.0 1.918750560844107 0.8829038623060026
49.0 4.185479540321558 6.434487942391288
50.0 3.6462453653484896 7.788913745214766
51.0 1.618506843942712 3.5897162062326715
52.0 5.729041005315635 0.5157574490243266
53.0 9.135334974901445 0.09989822981725016
54.0 0.15424664861487525 8.199615750683947
55.0 1.689244787276859 8.996677450655516
56.0 1.1985444806447465 7.118221060991724
57.0 2.614580450450262 0.5519758476507253
58.0 0.4348545062288045 7.53295818845819
59.0 7.613982938629799 0.5330040951752002
60.0 6.96437057741824 5.764726587718946
61.0 0.9320826115038383 0.5093547961641898
62.0 7.3542699220349945 6.6679550802289675
63.0 8.509913171426621 2.29786166711212
64.0 0.42790806635524037 0.5658523405536153
65.0 7.9216442447109126 8.454917492662128
66.0 7.545548803469959 7.3788484439096225
67.0 6.028806198329577 0.7594470085115224
68.0 0.6746198340297527 3.9352037751975155
69.0 9.116778192455483 5.671053760051958
70.0 2.77565055522643 1.5891773230513118
71.0 6.135122355786976 0.6854437495282961
72.0 5.485194062292665 1.7093075207876707
73.0 7.611955880949069 8.178811667165034
74.0 4.857441001093488 8.628882805362851
75.0 4.3771515770718175 9.242464231948079
76.0 7.8296421695242335 5.382354894932534
77.0 4.309134342032037 3.480782916012235
78.0 2.8026222468476103 7.236456309651603
79.0 4.192787638458891 0.6281978804270172
80.0 3.5897743317027953 9.168455727145696
81.0 4.436981107006596 5.620136159973907
82.0 7.9808388831948776 2.0453951155330197
83.0 0.8305939161380371 6.657517418943927
84.0 9.122924109794964 7.992095375787561
85.0 0.9897058791848046 3.9254250591569395
86.0 8.643806219213253 2.2134595455501813
87.0 8.304222432913516 4.534894020043236
88.0 9.34930689217825 6.061558108982773
89.0 5.798363881147886 0.566212372566226
90.0 6.273353784284954 2.035499965124311
91.0 0.07786777352105534 8.236934307130383
92.0 9.958384461398474 1.4889983314086763
93.0 2.8422518341246117 9.389716559450157
94.0 2.9426678212998745 8.834622950526237
95.0 0.29654334197256493 6.575961799983343
96.0 1.774841093159658 5.596205753322554
97.0 4.926298469847275 0.7359449887867564
98.0 8.399917004542038 7.670220265540262
99.0 0.3073717424741529 0.18502442941680908
100.0 6.830465935220403 3.976594634175564
